ProductID,ProductName,CategoryName,ProductDescription,ProductStandardCost,ProductListPrice,Profit
P269,PNY SSD7CS1311-120-RB,Storage,"Series:CS1311,Type:SSD,Capacity:120GB,Cache:N/A",7123.66,7123.66,0
P270,PNY SSD9SC240GMDA-RB,Storage,"Series:XLR8,Type:SSD,Capacity:240GB,Cache:N/A",7123.66,7123.66,0
P271,Crucial CT1050MX300SSD1,Storage,"Series:MX300,Type:SSD,Capacity:1.1TB,Cache:N/A",7123.66,7123.66,0
P272,Western Digital WDS250G1B0B,Storage,"Series:Blue,Type:SSD,Capacity:250GB,Cache:N/A",7123.66,7123.66,0
P273,Samsung MZ-75E120B/AM,Storage,"Series:850 EVO-Series,Type:SSD,Capacity:120GB,Cache:N/A",74.41,88.99,14.58
P274,Western Digital WDS500G1B0B,Storage,"Series:Blue,Type:SSD,Capacity:500GB,Cache:N/A",106.89,149.88,42.99
P275,Hitachi HUA723020ALA640,Storage,"Series:Ultrastar 7K3000,Type:7200RPM,Capacity:2TB,Cache:64MB",45.18,59.99,14.81
P276,Western Digital WD2500AVVS,Storage,"Series:AV-GP,Type:5400RPM,Capacity:250GB,Cache:8MB",12.63,15.55,2.92
P277,Seagate ST1000DX002,Storage,"Series:FireCuda,Type:Hybrid,Capacity:1TB,Cache:64MB",55.41,68.06,12.65
P278,Crucial CT275MX300SSD1,Storage,"Series:MX300,Type:SSD,Capacity:275GB,Cache:N/A",79.21,97.88,18.67
P279,Seagate ST31000340NS - FFP,Storage,"Series:Barracuda ES,Type:7200RPM,Capacity:1TB,Cache:32MB",34.4,43.99,9.59
P280,Western Digital WD101KRYZ,Storage,"Series:Gold,Type:7200RPM,Capacity:10TB,Cache:256MB",313.96,443.64,129.68
P281,Crucial CT525MX300SSD4,Storage,"Series:MX300,Type:SSD,Capacity:525GB,Cache:N/A",121.92,150.99,29.07
P282,Western Digital WD2500AAJS,Storage,"Series:Caviar Blue,Type:7200RPM,Capacity:250GB,Cache:8MB",15.23,16.99,1.76
P283,Western Digital WD20EZRZ,Storage,"Series:Blue,Type:5400RPM,Capacity:2TB,Cache:64MB",58.01,67.34,9.33
P284,Western Digital WDS256G1X0C,Storage,"Series:Black PCIe,Type:SSD,Capacity:256GB,Cache:N/A",85.87,109.99,24.12
P285,SanDisk SDSSDHII-480G-G25,Storage,"Series:Ultra II,Type:SSD,Capacity:480GB,Cache:N/A",102.62,141.56,38.94
P286,Kingston  SV300S37A/120G,Storage,"Series:SSDNow V300 Series,Type:SSD,Capacity:120GB,Cache:N/A",45.93,59.87,13.94
P287,Kingston (KVR800D2N6/2G) DDR2 2GB,RAM,"Series:DIMM, Type:DDR2,Capacity:2GB,Frequency:800Mhz",760,950,190
P288,Hynix Genuine (H15201504-11) 4 GB DDR3,RAM,"Series:Genuine, Type:DDR3, Capacity:4GB, Frequency:N/A",1365,1575,210
P289,HP (500203-061) 4GB DDR3,RAM,"Series:N/A, Type:DDR3, Capacity:4GB, Frequency:N/A",2980,3172,192
P290,Corsair Vengeance LPX (CMK8GX4M1A2400C16R) 8GB,RAM,"Series:16-16-16-39, Type:DDR4, Capacity:8GB, Frequency:2400Mhz",5790,5990,200
P291,Hynix (H15201504-8) Genuine DDR2 2 GB,RAM,"Series:Genuine, Type:DDR2, Capacity:2GB, Frequency:N/A",299,499,200
P292,Hynix 1333FSB 4GB DDR3,RAM,"Series:N/A, Type:DDR3, Capacity:4GB, Frequency:N/A",1565,1790,225
P293,Kingston HyperX FURY (HX318C10F/4) DDR3 4GB,RAM,"Series:HyperX FURY Memory, Type:DDR3, Capacity:4GB, Frequency:N/A",2425,2625,200
P294,Simmtronics 2GB DDR2 667Mhz,RAM,"Series:N/A, Type:DDR2, Capacity:2GB, Frequency:667Mhz",465,699,234
P295,Samsung (M378T5263AZ3) 2GB DDR2,RAM,"Series:Original, Type:DDR2, Capacity:2GB, Frequency:N/A",1165,1390,225
P296,Transcend (JM1333KLN-4G) DDR3 4GB,RAM,"Series:DDR3-1333, Type:DDR3, Capacity:4GB, Frequency:166Mhz",2756,2996,240
P297,Kingston (KVR1333D3N9/4G) DDR3 4GB,RAM,"Series:KVR, Type:DDR3, Capacity:4GB, Frequency:N/A",1850,2100,250
P298,Adata Premier (AD3U1600C2G11-R) 2GB DDR3,RAM,"Series:premier, Type:DDR3, Capacity:2GB, Frequency:N/A",925,1190,265
P299,Corsair Vengeance LPX (CMK16GX4M2B3000C15B) 16GB,RAM,"Series:N/A, Type:DDR3, Capacity:16GB, Frequency:N/A",13250,14999,1749
P300,Kingston (KVR800D2N6K2) 4GB (2 x 2 GB) DDR2,RAM,"Series:N/A, Type:DDR2, Capacity:4GB, Frequency:N/A",1829,2050,221
P301,Simmtronics 2GB DDR2 800Mhz,RAM,"Series:Genuine, Type:DDR2, Capacity:2GB, Frequency:800Mhz",585,695,110
P302,Kingston (KVR1333D3N9/2G) DDR3 2GB,RAM,"Series:DDR, Type:DDR3, Capacity:2GB, Frequency:133Mhz",799,999,200
P303,Adata XPG (AX3U1600W4G11-RD) 4GB,RAM,"Series:N/A, Type:DDR3, Capacity:4GB, Frequency:N/A",2399,2499,100
P304,Kingston Fury (HX316C10FB/8) 8 GB,RAM,"Series:HyperXFury, Type:DDR3, Capacity:8GB, Frequency:1866Mhz",4150,4350,200
P305,Hynix (H15201504-9) Genuine DDR3 2 GB,RAM,"Series:HynixGenuine, Type:DDR3, Capacity:2GB, Frequency:N/A",485,590,105
P306,G.Skill TridentX (F3-2400C10D-8GTX) DDR3 8GB,RAM,"Series:TridentX, Type:DDR3, Capacity:8GB, Frequency:1600Mhz",12578,14540,1962
P307,G.Skill RipjawsX (F3-1600C9Q-32GXM) DDR3 32 GB,RAM,"Series:RipjawX, Type:DDR3, Capacity:32GB, Frequency:1600Mhz",75410,78180,2770
P308,Transcend JetRam (JM1600KLH-8G) DDR3 8GB,RAM,"Series:Jetram, Type:DDR3, Catrapacity:8GB, Frequency:1600Mhz",3250,3570,320
P309,Kingston HyperX FURY (HX318C10F/8) DDR3 8GB,RAM,"Series:HyperXFury, Type:DDR3, Capacity:8GB, Frequency:N/A",4210,4540,330
P310,Kingston HyperX FURY (HX316C10FR/8) DDR3 8GB,RAM,"Series:HyperXFury, Type:DDR3, Capacity:8GB, Frequency:1866Mhz",4254,4350,96
P311,Transcend JetRam (JM1600KLH-4G) DDR3 4GB,RAM,"Series:Jetram, Type:DDR3, Capacity:4GB, Frequency:N/A",4154,4245,91
P312,Transcend TS512MLK64V3N DDR3 4GB,RAM,"Series:N/A, Type:DDR3, Capacity:4GB, Frequency:1333Mhz",4250,4500,250
P313,Transcend (TS512MLK64W6H) DDR3 4GB,RAM,"Series:N/A, Type:DDR3, Capacity:4GB, Frequency:1600Mhz",2300,2549,249
P314,Hynix 6671G DDR2 1GB,RAM,"Series:Genuine, Type:DDR2, Capacity:1GB, Frequency:N/A",330,330,0
P315,Kingston ValueRAM (KVR1333D3N9/8G) 8 GB DDR3,RAM,"Series:N/A, Type:DDR3, Capacity:4GB, Frequency:1333Mhz",3800,4150,350
P316,Zion ZHY16004096 4 GB Ddr3,RAM,"Series:ZHY, Type:DDR3, Capacity:4GB, Frequency:N/A",2550,2700,150
P317,Kingston KVR (KVR16N11/8-SP) 8 GB DDR3,RAM,"Series:KVR, Type:DDR3, Capacity:8GB, Frequency:N/A",3400,3698,298
P318,Hynix (HYMD2GB) 2GB DDR2,RAM,"Series:2, Type:DDR2, Capacity:2GB, Frequency:N/A",498,498,0
P319,Silicon Power (SP008GBLFU240B02) 8GB DDR4,RAM,"Series:Genuine, Type:DDR4, Capacity:8GB, Frequency:N/A",3100,3599,499
P320,A-DATA (AX4U300038G16-SRS) 8GB DDR4,RAM,"Series:Genuine, Type:DDR4, Capacity:8GB, Frequency:4000Mhz",5000,6990,1990
P321,Intel Xeon E5-2697 V2,CPU,"Speed:2.7GHz,Cores:12,TDP:130W",2101.59,2377.09,275.5
P322,Intel Xeon E5-2695 V4,CPU,"Speed:2.1GHz,Cores:18,TDP:120W",1780.35,2269.99,489.64
P323,Intel Xeon E5-2695 V2,CPU,"Speed:2.4GHz,Cores:12,TDP:115W",1793.53,2259.99,466.46
P324,Intel Xeon E5-2643 V2 (OEM/Tray),CPU,"Speed:3.5GHz,Cores:6",1940.18,2200,259.82
P325,Intel Xeon E5-2690 (OEM/Tray),CPU,"Speed:2.9GHz,Cores:8",1888.33,2116.72,228.39
P326,Intel Xeon E5-2687W V3,CPU,"Speed:3.1GHz,Cores:10,TDP:160W",1781.47,2064.99,283.52
P327,Intel Xeon E5-2687W V4,CPU,"Speed:3.0GHz,Cores:12,TDP:160W",1723.83,2042.69,318.86
P328,Intel Xeon E5-2667 V3 (OEM/Tray),CPU,"Speed:3.2GHz,Cores:8,TDP:135W",1504.08,2009.46,505.38
P329,Intel Xeon E5-2690 V4,CPU,"Speed:2.6GHz,Cores:14,TDP:135W",1499.26,1994.49,495.23
P330,Intel Xeon E5-2690 V3,CPU,"Speed:2.6GHz,Cores:12,TDP:135W",1540.35,1908.73,368.38
P331,Intel Xeon E5-2470V2,CPU,"Speed:2.4GHz,Cores:10,TDP:95W",1671.95,1904.7,232.75
P332,Intel Xeon E5-2683 V4,CPU,"Speed:2.1GHz,Cores:16,TDP:120W",1706.95,1899.99,193.04
P333,Intel Xeon E5-2637 V2 (OEM/Tray),CPU,"Speed:3.5GHz,Cores:4,TDP:130W",1323.12,1850,526.88
P334,Intel Xeon E5-2683 V4 (OEM/Tray),CPU,"Speed:2.1GHz,Cores:16,TDP:120W",1369.83,1844.89,475.06
P335,Intel Core i7-4960X Extreme Edition,CPU,"Speed:3.6GHz,Cores:6,TDP:130W",1496.43,1805.97,309.54
P336,Intel Xeon E5-2699 V4 (OEM/Tray),CPU,"Speed:2.2GHz,Cores:22,TDP:145W",1535.62,1756,220.38
P337,Intel Xeon E5-1680 V3 (OEM/Tray),CPU,"Speed:3.2GHz,Cores:8,TDP:140W",1519.85,1751.99,232.14
P338,Intel Xeon E5-2643 V4 (OEM/Tray),CPU,"Speed:3.4GHz,Cores:6,TDP:135W",1225.59,1708.86,483.27
P339,Intel Core i7-6950X (OEM/Tray),CPU,"Speed:3.0GHz,Cores:10,TDP:140W",1479.56,1704.37,224.81
P340,Intel Xeon E5-2670 V3,CPU,"Speed:2.3GHz,Cores:12,TDP:120W",1453.94,1676.98,223.04
P341,Intel SSDPECME040T401,Storage,"Series:DC P3608,Type:SSD,Capacity:4TB,Cache:N/A",7123.66,7123.66,0
P342,Western Digital WD2003FZEX,Storage,"Series:BLACK SERIES,Type:7200RPM,Capacity:2TB,Cache:64MB",7123.66,7123.66,0
P343,Samsung MZ-V6P512BW,Storage,"Series:960 PRO,Type:SSD,Capacity:512GB,Cache:512MB",7123.66,7123.66,0
P344,Hitachi HUS724030ALE641,Storage,"Series:Ultrastar 7K4000,Type:7200RPM,Capacity:3TB,Cache:64MB",7123.66,7123.66,0
P345,Samsung MZ-V6P2T0BW,Storage,"Series:960 Pro,Type:SSD,Capacity:2TB,Cache:2GB",7123.66,7123.66,0
P346,Seagate ST10000DM0004,Storage,"Series:BarraCuda Pro,Type:7200RPM,Capacity:10TB,Cache:256MB",7123.66,7123.66,0
P347,ADATA ASU800SS-512GT-C,Storage,"Series:Ultimate SU800,Type:SSD,Capacity:512GB,Cache:N/A",7123.66,7123.66,0
P348,Samsung MZ-V6E1T0,Storage,"Series:960 EVO,Type:SSD,Capacity:1TB,Cache:1000MB",7123.66,7123.66,0
P349,Western Digital WD1003FZEX,Storage,"Series:BLACK SERIES,Type:7200RPM,Capacity:1TB,Cache:64MB",7123.66,7123.66,0
P350,SanDisk SDSSDA-120G-G26,Storage,"Series:SSD PLUS,Type:SSD",7123.66,7123.66,0
P351,Crucial CT525MX300SSD1,Storage,"Series:MX300,Type:SSD,Capacity:525GB,Cache:N/A",7123.66,7123.66,0
P352,Hitachi A7K1000-1000,Storage,"Series:Ultrastar,Type:7200RPM,Capacity:1TB,Cache:32MB",7123.66,7123.66,0
P353,Samsung MZ-V6P1T0BW,Storage,"Series:960 Pro,Type:SSD,Capacity:1TB,Cache:1GB",7123.66,7123.66,0
P354,Samsung MZ-7KE256BW,Storage,"Series:850 Pro Series,Type:SSD,Capacity:256GB,Cache:N/A",7123.66,7123.66,0
P355,Seagate ST2000DX002,Storage,"Series:FireCuda,Type:Hybrid,Capacity:2TB,Cache:64MB",7123.66,7123.66,0
P356,Western Digital WD5000AACS,Storage,"Series:Caviar Green,Type:5400RPM,Capacity:500GB,Cache:16MB",7123.66,7123.66,0
P357,SanDisk SDSSDHII-240G-G25,Storage,"Series:Ultra II,Type:SSD,Capacity:240GB,Cache:N/A",7123.66,7123.66,0
P358,PNY SSD7CS1311-120-RB,Storage,"Series:CS1311,Type:SSD,Capacity:120GB,Cache:N/A",7123.66,7123.66,0
P359,PNY SSD9SC240GMDA-RB,Storage,"Series:XLR8,Type:SSD,Capacity:240GB,Cache:N/A",7123.66,7123.66,0
P360,Crucial CT1050MX300SSD1,Storage,"Series:MX300,Type:SSD,Capacity:1.1TB,Cache:N/A",7123.66,7123.66,0
P361,Asus ROG STRIX X99 GAMING,Mother Board,"CPU:LGA2011-3,Form Factor:ATX,RAM Slots:8,Max RAM:128GB",255.86,319.99,64.13
P362,Asus SABERTOOTH X99,Mother Board,"CPU:LGA2011-3,Form Factor:ATX,RAM Slots:8,Max RAM:64GB",252.57,312.67,60.1
P363,Asus PRIME X299-A,Mother Board,"CPU:LGA2066,Form Factor:ATX,RAM Slots:8,Max RAM:128GB",274.56,309.85,35.29
P364,Gigabyte GA-X99-UD5 WIFI,Mother Board,"CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:64GB",217.83,305,87
P365,ASRock EP2C602-4L/D16,Mother Board,"CPU:LGA2011 x 2,Form Factor:SSI EEB,RAM Slots:16,Max RAM:512GB",225.47,301.99,76.52
P366,MSI Z170A KRAIT GAMING 3X,Mother Board,"CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB",245.4,299.89,54.49
P367,MSI Z170 Krait Gaming,Mother Board,"CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB",231.58,299.89,68.31
P368,MSI Z170A KRAIT GAMING,Mother Board,"CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB",262.4,299.89,37.49
P369,Asus MAXIMUS IX CODE,Mother Board,"CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB",266.15,298.98,32.83
P370,Asus Sabertooth 990FX,Mother Board,"CPU:AM3+,Form Factor:ATX,RAM Slots:4,Max RAM:32GB",252.31,295.72,43.41
P371,MSI X99A WORKSTATION,Mother Board,"CPU:LGA2011-3,Form Factor:ATX,RAM Slots:8,Max RAM:128GB",239.95,289.97,50.02
P372,Intel DG43RK,Mother Board,"CPU:LGA775,Form Factor:Micro ATX,RAM Slots:4,Max RAM:8GB",219.69,289.79,70.1
P373,Asus VANGUARD B85,Mother Board,"CPU:LGA1150,Form Factor:Micro ATX,RAM Slots:4,Max RAM:32GB",258.1,287,28.9
P374,EVGA Z270 Classified K,Mother Board,"CPU:LGA1151,Form Factor:EATX,RAM Slots:4,Max RAM:64GB",234.26,283.98,49.72
P375,EVGA Classified,Mother Board,"CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:128GB",240.62,283.98,43.36
P376,MSI Z270 XPOWER GAMING TITANIUM,Mother Board,"CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB",212.69,282.98,70.29
P377,ASRock X299 Taichi,Mother Board,"CPU:LGA2066,Form Factor:ATX,RAM Slots:8,Max RAM:128GB",214.36,282.98,68.62
P378,MSI X299 TOMAHAWK ARCTIC,Mother Board,"CPU:LGA2066,Form Factor:ATX,RAM Slots:8,Max RAM:128GB",223.92,281.98,58.06
P379,Supermicro X10SAT-O,Mother Board,"CPU:LGA1150,Form Factor:ATX,RAM Slots:4,Max RAM:32GB",207.08,281.97,74.89
P380,ASRock EP2C602-4L/D16,Mother Board,"CPU:LGA2066,Form Factor:ATX,RAM Slots:8,Max RAM:128GB",227.48,280.98,53.5
P381,EVGA 12G-P4-3992-KR,Video Card,Chipset:GeForce GTX Titan Z,2313.07,2799.99,486.92
P382,AMD 100-505989,Video Card,Chipset:FirePro W9100,2128.67,2699.99,571.32
P383,PNY VCQK6000-PB,Video Card,Chipset:Quadro K6000,1740.31,2290.79,550.48
P384,PNY VCQP5000-PB,Video Card,Chipset:Quadro P5000,1602.21,2015.11,412.9
P385,HP C2J95AT,Video Card,Chipset:Quadro K5000,1715.91,1999.89,283.98
P386,EVGA 12G-P4-1999-KR,Video Card,Chipset:GeForce GTX Titan X,1328.03,1799.99,471.96
P387,PNY VCQM5000-PB,Video Card,Chipset:Quadro M5000,1268.42,1759.99,491.57
P388,ATI FirePro S9050,Video Card,Chipset:FirePro S9050,1237.04,1699,461.96
P389,AMD 100-5056062,Video Card,Chipset:Vega Frontier Edition Liquid,1343.84,1499.99,156.15
P390,PNY VCQK5200-PB,Video Card,Chipset:Quadro K5200,1129.39,1449.98,320.59
P391,AMD FirePro S7000,Video Card,Chipset:FirePro S7000,936.42,1218.5,282.08
P392,AMD 100-506061,Video Card,Chipset:Vega Frontier Edition Liquid,706.99,999.99,293
P393,ATI FirePro R5000,Video Card,Chipset:FirePro R5000,760.59,999.99,239.4
P394,PNY VCQK4200-PB,Video Card,Chipset:Quadro K4200,799.05,949.89,150.84
P395,Asus GTX780TI-3GD5,Video Card,Chipset:GeForce GTX 780 Ti,781.91,899.99,118.08
P396,MSI GTX 1080 TI LIGHTNING Z,Video Card,Chipset:GeForce GTX 1080 Ti,688.35,873.98,185.63
P397,Asus ROG-POSEIDON-GTX1080TI-P11G-GAMING,Video Card,Chipset:GeForce GTX 1080 Ti,696.14,864.98,168.84
P398,MSI GTX 1080 TI LIGHTNING X,Video Card,Chipset:GeForce GTX 1080 Ti,742.94,863.98,121.04
P399,Zotac ZT-P10810A-10P,Video Card,Chipset:GeForce GTX 1080 Ti,702.35,849.99,147.64
P400,MSI GAMING,Video Card,Chipset:GeForce GTX 780 Ti,753.18,849.99,96.81
